A,N,N_minus_Z,Q_2beta_minus_calculable,Q_2beta_minus_estimated,Q_2beta_minus_keV,Q_2beta_minus_unc_keV,Q_4beta_minus_calculable,Q_4beta_minus_estimated,Q_4beta_minus_keV,Q_4beta_minus_unc_keV,Q_alpha_calculable,Q_alpha_estimated,Q_alpha_keV,Q_alpha_unc_keV,Q_beta_minus_n_calculable,Q_beta_minus_n_estimated,Q_beta_minus_n_keV,Q_beta_minus_n_unc_keV,Q_d_alpha_calculable,Q_d_alpha_estimated,Q_d_alpha_keV,Q_d_alpha_unc_keV,Q_ep_calculable,Q_ep_estimated,Q_ep_keV,Q_ep_unc_keV,Q_n_alpha_calculable,Q_n_alpha_estimated,Q_n_alpha_keV,Q_n_alpha_unc_keV,Q_p_alpha_calculable,Q_p_alpha_estimated,Q_p_alpha_keV,Q_p_alpha_unc_keV,S_2n_calculable,S_2n_estimated,S_2n_keV,S_2n_unc_keV,S_2p_calculable,S_2p_estimated,S_2p_keV,S_2p_unc_keV,S_n_calculable,S_n_estimated,S_n_keV,S_n_unc_keV,S_p_calculable,S_p_estimated,S_p_keV,S_p_unc_keV,Symbol,Z,atomic_mass_estimated,atomic_mass_micro_u,atomic_mass_u,atomic_mass_unc_micro_u,beta_decay_energy_estimated,beta_decay_energy_keV,beta_decay_energy_unc_keV,beta_decay_mode,binding_energy_per_A_estimated,binding_energy_per_A_keV,binding_energy_per_A_unc_keV,decay_modes,discovery_year,half_life_estimated,half_life_raw,half_life_s,half_life_unc_raw,half_life_unit,mass_excess_estimated,mass_excess_keV,mass_excess_unc_keV,origin,source_dataset,source_file,spin_parity,spin_parity_measured,spin_parity_systematics
11,3,-5,False,False,,,False,False,,,False,False,,,False,False,,,False,False,,,True,False,24751.2693,60.0381,True,False,18321.0463,62.7485,False,False,,,False,False,,,True,False,-4249.9999,60.0,False,False,,,True,False,-1649.9147,404.4806,O,8,False,51249.828,11.051249828,64.453,False,,,B-,False,3162.4372,5.458,2p=100,2019,False,198,1.9799999999999998e-22,12,ys,False,47738.913,60.038,-pp,AME2020,mass_1.mas20,(3/2-),False,False
12,9,6,True,False,35640.1788,30.0354,True,False,31671.5086,30.023,False,False,,,True,False,20761.0898,30.0072,True,False,10523.237,97.576,False,False,,,False,False,,,True,False,12937.8055,55.6072,True,False,185.6871,32.5916,False,False,,,True,False,-210.0,30.0,False,False,,,Li,3,False,52613.942,12.052613942,32.213,False,23931.8152,30.0669,B-,False,3791.5999,2.5005,n ?,2008,False,,,,,False,49009.577,30.006,-n,AME2020,mass_1.mas20,"(1-,2-)",False,False
12,8,4,True,False,25077.7615,1.9086,True,False,-6935.5735,12.151,True,False,-8956.8373,1.9106,True,False,8338.7353,1.9086,True,False,2735.9409,12.8637,False,False,,,True,False,-10211.6627,46.8554,True,False,4986.9116,1.9176,True,False,3672.3612,1.9096,True,False,38697.3273,92.8673,True,False,3170.7254,1.9233,True,False,22939.4682,2.0051,Be,4,False,26922.082,12.026922082,2.048,False,11708.3636,2.3214,B-,False,5720.7223,0.159,B-=100;B-n=0.50 3,1966,False,21.46,0.02146,0.05,ms,False,25077.761,1.909,,AME2020,mass_1.mas20,0+,False,False
12,7,2,True,False,-3968.6702,1.6571,False,False,,,True,False,-10001.3225,1.3223,True,False,-5351.3172,1.3228,True,False,11472.7184,1.3239,True,False,-34647.8317,1.4574,True,False,-5939.1049,1.3345,True,False,6885.0022,1.3236,True,False,14823.8489,1.3215,True,False,34261.1718,12.7898,True,False,3369.6283,1.3215,True,False,14096.742,1.3426,B,5,False,14352.638,12.014352638,1.418,False,13369.3979,1.3214,B-,False,6631.2237,0.1101,B-=100;B-A=0.60 2,1935,False,20.20,0.0202,0.02,ms,False,13369.398,1.321,,AME2020,mass_1.mas20,1+*,True,False
12,6,0,True,False,-32013.3349,12.0002,False,False,,,True,False,-7366.5875,0.0354,True,False,-32436.962,5.0005,True,False,-1339.8036,0.0149,True,False,-27466.1399,0.2377,True,False,-5702.0487,0.0765,True,False,-7552.4306,0.9026,True,False,31841.3091,0.0703,True,False,27185.4287,0.0809,True,False,18720.7151,0.0596,True,False,15956.6792,0.0121,C,6,False,0.0,12.0,0.0,False,-17338.0681,0.9999,B-,False,7680.1446,0.0002,IS=98.94 6,1919,False,stbl,inf,,,False,0.0,0.0,,AME2020,mass_1.mas20,0+,False,False
12,5,-2,False,False,,,False,False,,,True,False,-8008.4167,1.414,True,False,-38472.1632,60.0464,True,False,12350.2022,1.0024,True,False,1381.3889,1.0,True,False,10567.9845,1.347,True,False,-6708.848,2.359,True,False,37604.5955,400.0012,True,False,9290.4847,1.0,True,False,15098.8939,5.0995,True,False,600.3,1.0017,N,7,False,18613.18,12.01861318,1.073,False,-14675.2668,12.0418,B-,False,6170.11,0.0833,B+=100;B+A=1.93 4,1949,False,11.000,0.011,0.016,ms,False,17338.068,1.0,,AME2020,mass_1.mas20,1+*,True,False
12,4,-4,False,False,,,False,False,,,True,False,-5475.8501,21.836,False,False,,,True,False,3924.1145,400.18,True,False,14074.9668,12.0004,True,False,8748.7659,12.1889,False,False,,,False,False,,,True,False,-1736.7199,12.0,True,False,23796.8964,61.2256,True,False,-358.7199,13.0,O,8,False,34367.726,12.034367726,12.882,False,,,B-,False,4881.9755,1.0,2p=100,1978,False,8.9,8.899999999999999e-21,3.3,zs,False,32013.335,12.0,-pp,AME2020,mass_1.mas20,0+,False,False
13,10,7,True,False,40418.9467,70.0098,True,False,51635.4137,70.0032,False,False,,,True,False,23831.8153,70.0287,False,False,,,False,False,,,False,False,,,True,False,12647.8033,116.2802,True,False,-110.0001,70.0,False,False,,,True,False,100.0,76.1577,False,False,,,Li,3,False,61171.503,13.061171503,75.15,False,23321.8152,70.7391,B-,False,3507.6307,5.3848,2n=100,2008,False,3.3,3.2999999999999993e-21,1.2,zs,False,56980.895,70.003,-nn,AME2020,mass_1.mas20,3/2-#,False,True
13,9,5,True,False,30534.0702,10.1805,True,False,10543.6479,13.9425,True,False,-9701.6627,47.9106,True,False,12218.3636,10.2659,True,False,3641.628,10.199,False,False,,,True,False,-9891.6649,93.4042,True,False,5470.5071,16.2934,True,False,2660.7254,10.1833,False,False,,,True,False,-510.0,10.0,True,False,22639.4682,31.6863,Be,4,False,36134.506,13.036134506,10.929,False,17097.1315,10.2295,B-,False,5241.4359,0.7831,n ?,1983,False,1.0,1e-21,0.7,zs,False,33659.08,10.18,-n,AME2020,mass_1.mas20,(1/2-),False,False
13,8,3,True,False,11216.4669,1.0358,True,True,-25468.0,500.0,True,False,-10817.8729,1.0173,True,False,8490.63,1.0001,True,False,7095.5863,1.0279,True,False,-39736.5997,30.023,True,False,-10844.2774,12.7606,True,False,8818.5167,1.0033,True,False,8248.3962,1.0,True,False,38744.2527,1.1739,True,False,4878.7679,1.6572,True,False,15804.7845,2.1547,B,5,False,17779.981,13.017779981,1.073,False,13436.9387,1.0001,B-,False,6496.4194,0.0769,B-=100;B-n=0.266 36,1956,False,17.16,0.01716,0.18,ms,False,16561.948,1.0,-nn,AME2020,mass_1.mas20,3/2-,False,False
13,7,1,True,False,-19990.4224,9.5263,False,False,,,True,False,-10648.3575,0.0765,True,False,-22284.3768,0.9999,True,False,5168.1082,0.0121,True,False,-29241.7232,1.9086,True,False,-3836.075,0.0809,True,False,-4061.5461,0.0149,True,False,23667.0238,0.0596,True,False,31630.1016,0.2377,True,False,4946.3087,0.0005,True,False,17533.3596,1.3214,C,6,False,3354.83534,13.00335483534,0.00025,False,-2220.4718,0.2695,B-,False,7469.8495,0.0002,IS=1.06 6,1929,False,stbl,inf,,,False,3125.00933,0.00023,,AME2020,mass_1.mas20,1/2-*,True,False
13,6,-1,True,True,-36684.0,500.0,False,False,,,True,False,-9495.9206,0.942,True,False,-34739.1719,12.0032,True,False,5406.8911,0.276,True,False,-15312.8879,1.3486,True,False,-1058.7274,0.2699,True,False,-5489.1366,0.2785,True,False,35162.799,5.0078,True,False,17900.1692,0.2698,True,False,20063.9051,1.0356,True,False,1943.49,0.2695,N,7,False,5738.609,13.005738609,0.289,False,-17769.9506,9.5301,B-,False,7238.8634,0.0207,B+=100,1934,False,9.965,597.9,0.004,m,False,5345.481,0.27,-p,AME2020,mass_1.mas20,1/2-*,True,False
13,5,-3,False,False,,,False,False,,,True,False,-8220.4554,9.763,False,False,,,True,False,9460.5948,10.759,True,False,15826.4606,9.5263,True,False,13063.161,9.5266,True,False,-10820.5406,400.1134,True,False,40766.1177,60.7891,True,False,2111.9075,9.5265,True,False,16969.2213,15.3217,True,False,1511.6075,9.5786,O,8,False,24815.435,13.024815435,10.226,True,-18915.0,500.0,B-,False,5811.7636,0.7328,B+=100;B+p=10.9 2,1963,False,8.58,0.00858,0.05,ms,False,23115.432,9.526,+3n,AME2020,mass_1.mas20,(3/2-),False,False
13,4,-5,False,False,,,False,False,,,False,False,,,False,False,,,True,True,5002.0,504.0,True,True,17403.0,500.0,True,True,8876.0,640.0,False,False,,,False,False,,,True,True,-3086.0,500.0,False,False,,,True,True,-2728.0,500.0,F,9,True,45121.0,13.045121,537.0,False,,,B-,True,4297.0,38.0,p ?,,False,,,,,True,42030.0,500.0,x,AME2020,mass_1.mas20,1/2+#,False,True
14,10,6,True,False,36934.6092,132.2451,True,False,31946.7213,132.2451,True,False,-11667.5601,161.5842,True,False,15321.2364,132.2489,True,False,1655.7328,135.6066,False,False,,,False,False,,,True,False,4090.2991,132.2465,True,False,1265.8951,132.2589,False,False,,,True,False,1775.8951,132.6364,True,False,24315.3634,149.63,Be,4,False,42892.92,14.04289292,141.97,False,16290.8166,133.9357,B-,False,4993.8973,9.4461,B-=100;B-n=86 6;B-2n=5 2;B-t=0.02 1;B-A<0.004,1973,False,4.53,0.00453,0.27,ms,False,39954.502,132.245,x,AME2020,mass_1.mas20,0+,False,False
14,9,4,True,False,20800.2691,21.2133,True,False,-8300.7168,46.2683,True,False,-11813.8576,24.7353,True,False,12467.3585,21.2133,True,False,9296.7314,21.299,True,False,-40606.18,73.1463,True,False,-11418.1705,21.2222,True,False,8350.5723,21.2147,True,False,5848.3482,21.2544,True,False,39923.8329,36.7476,True,False,969.5802,21.2369,True,False,17284.3647,23.5297,B,5,False,25404.01,14.02540401,22.773,False,20643.7926,21.2133,B-,False,6101.6451,1.5152,B-=100;B-n=6.04 23;B-2n ?,1966,False,12.36,0.01236,0.29,ms,False,23663.686,21.213,,AME2020,mass_1.mas20,2-,False,False
14,8,2,True,False,-4987.8879,0.0254,False,False,,,True,False,-12012.5091,0.081,True,False,-10396.9059,0.2696,True,False,361.3024,1.3214,True,False,-37928.1573,10.1805,True,False,-11510.8733,0.2377,True,False,-783.7597,0.0127,True,False,13122.7428,0.0039,True,False,36635.8103,1.9086,True,False,8176.4341,0.0038,True,False,20831.0258,1.0001,C,6,False,3241.98862,14.00324198862,0.00403,False,156.4765,0.0037,B-,False,7520.3198,0.0004,B-=100,1936,False,5.70,179878320000.0,0.03,ky,False,3019.89328,0.00375,,AME2020,mass_1.mas20,0+,False,False
14,7,0,True,False,-29100.9859,41.1187,False,False,,,True,False,-11612.1097,0.0149,True,False,-28323.3329,9.5263,True,False,13574.2239,0.0003,True,False,-20987.5023,1.0001,True,False,-157.8891,0.0121,True,False,-2921.925,0.0596,True,False,30617.2874,0.9999,True,False,25083.9232,1.3214,True,False,10553.3823,0.2695,True,False,7550.5636,0.0001,N,7,False,3074.00425,14.00307400425,0.00024,False,-5144.3643,0.0252,B-,False,7475.6148,0.0002,IS=99.6205 247,1920,False,stbl,inf,,,False,2863.41683,0.00022,,AME2020,mass_1.mas20,1+*,True,False
14,6,-2,False,False,,,False,False,,,True,False,-10115.8076,0.0747,True,True,-42093.0,500.0,True,False,1380.5201,1.0002,True,False,-2406.1992,0.0252,True,False,3004.7863,0.0647,True,False,-11493.8076,5.0006,True,False,40148.1899,12.0002,True,False,6570.161,0.0252,True,False,23178.9686,9.5263,True,False,4626.671,0.2707,O,8,False,8596.706,14.008596706,0.027,False,-23956.6215,41.1187,B-,False,7052.2783,0.0018,B+=100,1949,False,70.621,70.621,0.011,s,False,8007.781,0.025,,AME2020,mass_1.mas20,0+,False,False
14,5,-4,False,False,,,False,False,,,True,False,-9260.5406,402.1079,False,False,,,True,False,10661.8748,42.834,True,False,19329.9505,41.1196,True,False,13245.161,41.4217,True,False,-10910.4554,72.7689,False,False,,,True,False,-48.3925,41.1309,True,True,18137.0,502.0,True,False,-1559.9999,40.0,F,9,False,34315.196,14.034315196,44.142,False,,,B-,False,5285.2091,2.9371,p ?,2010,False,500,5e-22,60,ys,False,31964.403,41.119,-p,AME2020,mass_1.mas20,2-,False,False
15,11,7,True,False,39952.6754,165.7993,True,False,46970.1984,165.7981,False,False,,,True,False,18090.8166,167.1489,True,False,3555.7328,179.9698,False,False,,,False,False,,,True,False,5680.2991,168.4908,True,False,-24.1049,166.1096,False,False,,,True,False,-1800.0,100.0,False,False,,,Be,4,False,53490.215,15.053490215,177.99,False,20868.4411,167.1256,B-,False,4540.9708,11.0532,n=100,2013,False,790,7.9e-22,270,ys,False,49825.821,165.797,-n,AME2020,mass_1.mas20,(5/2+),False,False
15,10,5,True,False,28855.9414,21.029,True,False,12390.6273,25.263,True,False,-14195.795,21.0379,True,False,17866.1681,21.029,True,False,6009.1069,23.3636,False,False,,,True,False,-14405.795,36.6414,True,False,8743.6732,21.1154,True,False,3747.2047,21.0527,True,False,42601.4574,73.0931,True,False,2777.6245,29.8701,True,False,18286.0941,133.9066,B,5,False,31087.023,15.031087023,22.575,False,19084.2343,21.0442,B-,False,5880.0438,1.4019,B-=100;B-n=98.7 10;B-2n<1.5,1966,False,10.18,0.01018,0.35,ms,False,28957.379,21.029,,AME2020,mass_1.mas20,3/2-,False,False
15,9,3,True,False,7017.523,0.9382,True,False,-30342.2285,66.6888,True,False,-12728.9395,0.8346,True,False,-1061.5897,0.8,True,False,4022.0042,1.2807,True,False,-37370.3284,132.2475,True,False,-9558.2141,2.0694,True,False,1367.8025,1.5447,True,False,9394.5003,0.8,True,False,38363.8765,10.2119,True,False,1218.0662,0.8,True,False,21079.5118,21.2284,C,6,False,10599.256,15.010599256,0.858,False,9771.7071,0.8,B-,False,7100.1696,0.0533,B-=100,1950,False,2.449,2.449,0.005,s,False,9873.145,0.8,-n,AME2020,mass_1.mas20,1/2+,False,False
15,8,1,True,False,-16465.3141,14.0,False,False,,,True,False,-10991.1859,0.0121,True,False,-15977.6611,0.0252,True,False,7687.2358,0.0006,True,False,-30851.2189,21.2133,True,False,-7621.5576,1.3214,True,False,4965.4933,0.0006,True,False,21386.6791,0.2695,True,False,31038.4521,1.0001,True,False,10833.2968,0.0008,True,False,10207.4263,0.0038,N,7,False,108.89827,15.00010889827,0.00062,False,-2754.1841,0.4902,B-,False,7699.4603,0.0002,IS=0.3795 247,1929,False,stbl,inf,,,False,101.43809,0.00058,,AME2020,mass_1.mas20,1/2-*,True,False
15,7,-1,True,False,-37359.7515,66.6858,False,False,,,True,False,-10218.6907,0.4938,True,False,-37180.0986,41.1217,True,False,8220.9481,0.5594,True,False,-7453.2421,0.4902,True,False,8502.0244,0.4902,True,False,-9618.3907,1.1136,True,False,36402.4456,9.5389,True,False,14847.3293,0.4902,True,False,13223.477,0.4908,True,False,7296.7657,0.4902,O,8,False,3065.636,15.003065636,0.526,False,-13711.13,14.0086,B-,False,7463.6915,0.0327,B+=100,1934,False,122.266,122.266,0.043,s,False,2855.622,0.49,,AME2020,mass_1.mas20,1/2-*,True,False
15,6,-3,False,False,,,False,False,,,True,False,-10223.8076,14.8663,False,False,,,True,False,4162.1275,16.9337,True,False,6414.3643,14.0,True,False,4875.0863,14.0357,True,False,-10582.5276,18.4392,True,True,41606.0,500.0,True,False,3356.6711,14.0026,True,False,23468.9686,43.4368,True,False,-1269.9999,14.0,F,9,False,17785.139,15.017785139,15.029,False,-23648.6215,68.1377,B-,False,6497.4597,0.9333,p=100,1978,False,1.1,1.1e-21,0.3,zs,False,16566.752,14.0,-p,AME2020,mass_1.mas20,1/2+,False,False
15,5,-5,False,False,,,False,False,,,True,False,-9948.4554,89.7291,False,False,,,True,True,8896.0,505.0,True,False,24918.6215,66.684,True,False,13848.441,67.7551,False,False,,,False,False,,,True,False,-2521.9999,66.0,False,False,,,True,False,-961.9999,77.1751,Ne,10,False,43172.977,15.043172977,71.588,False,,,B-,False,4868.7285,4.4456,2p=100,2014,False,770,7.699999999999999e-22,300,ys,False,40215.374,66.684,-pp,AME2020,mass_1.mas20,(3/2-),False,False
16,12,8,True,False,43753.0055,165.836,True,False,62184.1409,165.7974,False,False,,,True,False,20418.4411,167.1256,False,False,,,False,False,,,False,False,,,True,False,5330.2991,179.9698,True,False,-1350.0001,100.0,False,False,,,True,False,450.0,141.4214,False,False,,,Be,4,False,61672.036,16.061672036,177.99,False,20335.4399,167.6075,B-,False,4285.2851,10.3623,2n=100,2012,False,650,6.4999999999999995e-22,130,ys,False,57447.139,165.797,-nn,AME2020,mass_1.mas20,0+,False,False
16,11,6,True,False,31427.7916,24.6739,True,False,26436.517,25.1451,True,False,-14322.7938,38.7799,True,False,19167.2355,24.5793,True,False,7868.0033,134.5075,False,False,,,True,False,-14222.7938,74.1881,True,False,8316.6744,26.5922,True,False,2694.6232,32.4578,False,False,,,True,False,-83.0012,14.6047,True,False,20003.0929,167.6075,B,5,False,39841.045,16.039841045,26.373,False,23417.5656,24.8254,B-,False,5507.3535,1.5354,n ?,2000,False,>4.6,,,zs,False,37111.699,24.566,,AME2020,mass_1.mas20,0-#,False,True
16,10,4,True,False,18431.1354,3.5777,True,False,-10292.6419,20.7901,True,False,-13808.5442,4.0549,True,False,5521.377,3.5777,True,False,741.2543,21.5129,True,False,-43420.6585,165.836,True,False,-14318.5442,10.7909,True,False,1996.2403,3.7149,True,False,5468.3962,3.5777,True,False,40838.3114,132.2935,True,False,4250.3301,3.6661,True,False,22552.2174,21.3311,C,6,False,14701.255,16.014701255,3.84,False,8010.226,4.254,B-,False,6922.0546,0.2236,B-=100;B-n=99.0 3,1961,False,750,0.75,6,ms,False,13694.133,3.578,-nn,AME2020,mass_1.mas20,0+,False,False
16,9,2,True,False,-4991.2746,5.837,False,False,,,True,False,-10110.4066,2.6538,True,False,-5243.0331,2.353,True,False,13374.8209,2.3014,True,False,-30562.4434,21.1545,True,False,-5231.6387,2.5093,True,False,7422.9531,2.3014,True,False,13322.1458,2.3014,True,False,32557.7208,21.3378,True,False,2488.849,2.3014,True,False,11478.209,2.4365,N,7,False,6101.925,16.006101925,2.47,False,10420.9094,2.3014,B-,False,7373.7971,0.1438,B-=100;B-A=0.00154 5,1933,False,7.13,7.13,0.02,s,False,5683.907,2.301,-n,AME2020,mass_1.mas20,2-,False,False
16,8,0,True,False,-28723.7772,20.48,False,False,,,True,False,-7161.918,0.0003,True,False,-29375.0724,14.0,True,False,3110.388,0.0003,True,False,-21899.1184,0.8,True,False,-2215.6093,0.0005,True,False,-5218.4281,0.2695,True,False,28887.4195,0.0252,True,False,22334.8376,0.0038,True,False,15663.9424,0.4902,True,False,12127.4113,0.0006,O,8,False,994914.61926,15.99491461926,0.00032,False,-15412.184,5.3642,B-,False,7976.2072,0.0002,IS=99.757 11,1919,False,stbl,inf,,,False,-4737.00217,0.0003,,AME2020,mass_1.mas20,0+,False,False
16,7,-2,False,False,,,False,False,,,True,False,-9087.8022,5.4566,True,False,-37611.51,66.8994,True,False,13378.2077,5.3643,True,False,3284.7726,5.3642,True,False,10976.1029,5.371,True,False,-7576.1947,10.9328,True,False,37431.857,41.4672,True,False,6766.1772,5.3642,True,False,13962.8884,14.9925,True,False,-530.5885,5.3604,F,9,False,11460.278,16.011460278,5.758,False,-13311.5932,21.1709,B-,False,6964.049,0.3353,p=100,1964,False,21,2.1e-20,5,zs,False,10675.182,5.364,,AME2020,mass_1.mas20,0-,False,False
16,6,-4,False,False,,,False,False,,,True,False,-10451.4758,23.7368,False,False,,,True,False,2733.1794,45.9367,True,False,13842.1818,20.4859,True,False,6517.7455,22.5872,True,True,-13179.0,501.0,False,False,,,True,False,-1401.0517,20.48,True,False,24299.9167,69.758,True,False,-131.0518,24.8079,Ne,10,False,25750.86,16.02575086,21.986,False,,,B-,False,6083.1777,1.28,2p=100,1977,False,>5.7,,,zs,False,23986.775,20.48,--,AME2020,mass_1.mas20,0+,False,False
17,12,7,True,False,35846.243,204.6541,True,False,41764.6204,204.1038,True,False,-15689.4889,215.7746,True,False,21950.8705,204.135,True,False,4601.3082,262.9583,False,False,,,False,False,,,True,False,8625.8744,243.2017,True,False,1383.6939,205.1841,False,False,,,True,False,1466.6951,205.5768,True,False,21019.788,262.9583,B,5,False,46931.399,17.046931399,219.114,False,22684.4422,204.841,B-,False,5269.6677,12.0061,B-=100;B-n=63 1;B-2n=12 2;B-3n=3.5 7;B-4n=0.4 3,1973,False,5.08,0.00508,0.05,ms,False,43716.322,204.104,x,AME2020,mass_1.mas20,(3/2-),False,False
17,11,5,True,False,21840.6437,17.3649,True,False,4531.4275,17.3685,True,False,-15052.1159,20.1291,True,False,7276.6542,17.5167,True,False,2785.307,27.2719,True,False,-43704.2302,166.7042,True,False,-13276.2208,133.3803,True,False,2232.2488,27.4143,True,False,4983.9018,17.3833,True,False,43371.8832,166.7042,True,False,733.5717,17.7296,True,False,23368.7903,30.0839,C,6,False,22578.65,17.02257865,18.641,False,13161.8007,22.9464,B-,False,6558.0262,1.0215,B-=100;B-n=28.4 13;B-2n ?,1968,False,193,0.193,6,ms,False,21031.88,17.365,2p-n,AME2020,mass_1.mas20,3/2+,False,False
17,10,3,True,False,5918.3775,15.002,True,False,-26849.5009,61.4738,True,False,-11116.7852,15.0333,True,False,4535.7629,15.0,True,False,8707.7406,15.0213,True,False,-36530.5911,28.7837,True,False,-10147.2049,25.9809,True,False,9714.2407,15.0,True,False,8373.9955,15.0,True,False,35665.2429,25.8305,True,False,5885.1465,15.1755,True,False,13113.0255,15.4208,N,7,False,8448.876,17.008448876,16.103,False,8678.843,15.0,B-,False,7286.2294,0.8824,B-=100;B-n=95.1 7;B-A=0.0025 4,1949,False,4.173,4.173,0.004,s,False,7870.079,15.0,+p,AME2020,mass_1.mas20,1/2-,False,False
17,9,1,True,False,-17309.2162,0.3542,False,False,,,True,False,-6358.6894,0.0007,True,False,-19555.2641,5.3642,True,False,9800.6047,0.0009,True,False,-21791.8685,3.5777,True,False,1817.7447,0.0038,True,False,1191.8742,0.0007,True,False,19807.0225,0.4902,True,False,25259.8515,0.8,True,False,4143.0801,0.0008,True,False,13781.6425,2.3014,O,8,False,999131.75595,16.99913175595,0.00069,False,-2760.4655,0.2479,B-,False,7750.7291,0.0002,IS=0.03835 96,1925,False,stbl,inf,,,False,-808.76421,0.00064,,AME2020,mass_1.mas20,5/2+*,True,False
17,8,-1,True,False,-32767.8784,59.6161,False,False,,,True,False,-5818.6957,0.3662,True,False,-30106.3918,20.4815,True,False,9806.8861,0.5493,True,False,-11021.177,2.3147,True,False,4734.6867,0.2479,True,False,-1192.0247,0.2491,True,False,30757.687,14.0022,True,False,12727.6789,0.2479,True,False,16794.7986,5.3699,True,False,600.2676,0.2479,F,9,False,2095.237,17.002095237,0.266,False,-14548.7507,0.4323,B-,False,7542.3284,0.0146,B+=100,1934,False,64.370,64.37,0.027,s,False,1951.701,0.248,,AME2020,mass_1.mas20,5/2+,False,False
17,7,-3,False,False,,,False,False,,,True,False,-9039.8956,9.5329,False,False,,,True,False,10644.5068,14.0045,True,False,13948.4831,0.3542,True,False,14139.073,0.3551,True,False,-10599.8955,41.1203,True,False,39857.5578,66.6849,True,False,933.1123,0.6048,True,False,15557.6411,20.4831,True,False,1463.7009,5.3759,Ne,10,False,17713.962,17.017713962,0.38,False,-18219.1277,59.6167,B-,False,6640.4991,0.0208,B+=100;B+p=94.4 29;B+A=3.51 1;B+pA=0.014 4,1963,False,109.2,0.1092,0.6,ms,False,16500.452,0.354,,AME2020,mass_1.mas20,1/2-*,True,False
17,6,-5,False,False,,,False,False,,,True,True,-9735.0,504.0,False,False,,,True,False,5215.013,89.447,True,False,16755.4268,59.8565,True,False,8401.5792,72.4208,False,False,,,False,False,,,True,False,-3574.8854,61.2374,False,False,,,True,False,-3443.8336,63.0353,Na,11,False,37273.0,17.037273,64.0,False,,,B-,False,5522.7653,3.5068,p=100,2017,False,,,,,False,34719.58,59.616,x,AME2020,mass_1.mas20,(1/2+),False,False
18,13,8,True,False,38679.4724,205.0076,True,False,50919.5273,204.1654,False,False,,,True,False,22689.4423,204.902,True,False,5056.3082,263.0058,False,False,,,False,False,,,True,False,6830.8744,263.0058,True,False,1461.6951,205.6376,False,False,,,True,False,-5.0,5.0,False,False,,,B,5,False,55601.683,18.055601683,219.18,False,26873.3742,206.3572,B-,False,4976.6306,11.3425,n=100,2010,False,,,<26 ns,,False,51792.64,204.165,-n,AME2020,mass_1.mas20,(2-),False,False
18,12,6,True,False,25702.082,30.0,True,False,19601.6483,30.0022,True,False,-17460.1527,135.6052,True,False,8977.8688,33.541,True,False,-1481.6261,38.775,False,False,,,True,False,-19260.1527,168.4897,True,False,825.9414,36.6363,True,False,4917.5036,30.2126,True,False,47105.8151,168.4897,True,False,4183.9319,34.6632,True,False,26086.0271,206.2966,C,6,False,26751.93,18.02675193,32.206,False,11806.0982,35.2821,B-,False,6426.1321,1.6667,B-=100;B-n=31.5 15;B-2n ?,1969,False,92,0.092,2,ms,False,24919.266,30.0,++,AME2020,mass_1.mas20,0+,False,False
18,11,4,True,False,12240.055,18.5753,True,False,-11924.8244,95.7001,True,False,-12975.4343,28.1928,True,False,5850.6136,18.5695,True,False,10129.8413,18.911,True,False,-37892.1253,204.9466,True,False,-10197.8098,28.0543,True,False,8104.0775,18.5868,True,False,8713.3759,18.7116,True,False,38576.4735,30.795,True,False,2828.2294,23.8711,True,False,15207.6831,25.4237,N,7,False,14077.563,18.014077563,19.935,False,13895.9838,18.5695,B-,False,7038.5627,1.0316,B-=100;B-n=7.0 15;B-A=12.2 6;B-2n ?,1964,False,619.2,0.6192000000000001,1.9,ms,False,13113.167,18.57,+,AME2020,mass_1.mas20,1-,False,False
18,10,2,True,False,-6100.4337,0.3634,False,False,,,True,False,-6227.6255,0.0038,True,False,-10805.8357,0.2479,True,False,4244.0835,2.3014,True,False,-29103.6669,17.3649,True,False,-5009.5593,0.8,True,False,3979.8008,0.0009,True,False,12188.4503,0.0011,True,False,29054.8916,3.5777,True,False,8045.3702,0.001,True,False,15941.8662,15.0,O,8,False,999159.61214,17.99915961214,0.00069,False,-1655.9288,0.4633,B-,False,7767.0981,0.0002,IS=0.2045 102,1929,False,stbl,inf,,,False,-782.81634,0.00064,,AME2020,mass_1.mas20,0+,False,False
18,9,0,True,False,-24164.8794,93.8824,False,False,,,True,False,-4415.2202,0.4633,True,False,-23698.6576,0.5832,True,False,16320.9217,0.4633,True,False,-14285.9373,15.0072,True,False,6418.0766,0.4633,True,False,2881.5455,0.6745,True,False,25944.7054,5.3842,True,False,19388.7368,2.3475,True,False,9149.9069,0.5254,True,False,5607.0944,0.4633,F,9,False,937.324,18.000937324,0.497,False,-4444.5049,0.5888,B-,False,7631.6383,0.0257,B+=100,1937,False,109.734,6584.04,0.008,m,False,873.112,0.463,,AME2020,mass_1.mas20,1+,False,False
